Review title,Username,Review,Rating
Love the place so much!,Lily K,"Glad that we gave this place a try as our first 5-star hotel experience in sg! The marina view from the room is just splendid, not to mention the excellent services and marvellous breakfast place: the Edge! You surely won’t regret staying here!",5
Birthday lunch celebration,Ariel T,Amazing service at Keyaki especially from Jeff and Wan. They offered good food recommendations according to our preferences and had lots of patience in helping us take photos.  This place is good for various occasions,1
Lunch at Keyaki Japanese Restaurant,Lee,"Great Teppanyaki, one of the best I've ever tried. The cooking was really top notch. And great service too. The chef Tommy Yeo is great, very attentive to details and provides good customer service. Highly recommended.",5
Friendly chef Tommy Yeo,Ming lee,"Nice food serve by friendly chef Tommy Yeo!  My 1st time to this restaurant, read the mixture of the comments from website. Surprisingly the food is above our expectations. Thumps up to the chef Tommy Yeo, he is friendly and approachable. Although he is new to the place ( his 1st week with the restaurant), but the food serve is really delicious!",5
Great food and service,Pei E,Had the teppanyaki set menu (1st one from the top of menu) and the food was fresh and tasted absolutely amazing- cooked to perfection! Chef Tommy is also very friendly and skilful. Will definitely visit again.,5
Excellent hi tea,Sharon,"It was a pleasant evening spent here. The food was nice especially the chili crab sandwich and all were well presented. Great place to chill with friends if looking for small gathering and catch up session. Special thanks to the staff Kishore, who was very helpful and kind.",5
Beautiful environment for high tea,Venus G,"Thanks to the excellent service provided by your delightful employees, Kishove.   Me and my friends enjoyed the high tea, and we particularly liked the chili crab bun.   The staffs provided service with a smile.   Absolutely amazing place to enjoy high tea..",5
erg lux en mooi hotel,Robin H,"I was very satisfied with the Hotel. Nice, friendly and professional staff all around. Nice and clean. Good bar, good restaurants. Nice rooms with a nice view. When I go back to Singapore I'll stay here again.",5
Trip to singapore,Fanak R,l recommondation about service Of receptionist mr. ABHI! He was very kind and professional! Also the concierge helped us for a perfect recommontations about incredible restaurants! At least a very nice stay in pan pacific hotel !!!,5
Dinner at Keyaki,SJ,"We had an amazing birthday celebration at Keyaki. The food was excellent. Sashimi was really fresh, wagyu beef was melting in the mouth and the Australian lobster was really sweet and juicy. Desserts were really tasty especially the melon musk !   To top it off, we were served by the super friendly Jeff. He was very knowledgeable, amicable and enhanced our experience greatly. Reminded me so much of my dad, jovial and ready to make your day.",5
food and service both good,Kojiiisannn,"serviced by Jeff, his service is good, introduced the dishes im detail way and care everything we needed.   Food is good and fresh.   highly recommended to take photo in outdoor side. the deco can made you feel like visit Japan.",5
Lunch Buffet,Ziling,"Good service by Kelly, Hui qi, Apple, Mebel and Tian Tian. Very kind and helpful. Will introduce people to come and also come again. Environment is clean and good. Very comfortable and relaxing for family to eat and chill",5
Birthday Lunch buffet,Wei liang,"Awesome service,  we are here to celebrate our mum birthday.  We were served by Kelly, hui qi, apple,  mabel and also especially tian tian.  I will give 5 star for tian tian as she has well knowledge of all the dishes.  She I introduced us every single dishes served.  Even a free 寿桃 for birthday。Will definitely come again.  Highly recommended.",5
Thank you for your service!,Koko,Awesome service by our favourite servers- Kelly and apple. They always make us feel at home 😘 thank you for remembering our tea combination to what dishes we enjoy and how we like our food served! we also love HTL's truffle charsiew bao!!,5
Sabrina Moey,Sabrina Moey,Atrium at pan Pacific Hotel Singapore provides such fantastic service. Was there for the wanton noodles . Atrium have very friendly and service orienated staffs especially Alan. Super nice ambience and will definitely come back again and again for the dining experience.,5
Amazing dinner at Keyaki by chef Tomnly Yeo,Jarrod Cho,Had an amazing teppanyaki dinner experience  at Keyaki. Our chef Tomnly Yeo had the best recommendations on the food here. Highly recommend to look for him if your looking to try out Keyaki’s teppanyaki,5
Memorable first time,Ilker,"Fresh ingredients, cooked to perfection by a friendly and highly skilled chef Tommy Yeo Really enjoyed the meal and experience, it was nice of the chef to keep checking on us too.  The area surrounding the restaurant was peaceful and nice to walk around at, with beautiful Japanese koi",5
Wonderful Allan (Alan) !,Bella Athena,"As a regular patrons of this hotel, I was attracted to try the floating pods over a reflection pool at the lobby Pan Pacific hotel hence I decided to drop by to experience it. Being told one of the luxury hotel in Singapore, the service we experienced received in this outlet was downfall to compared to other luxury hotel.   Staff who attended to us, a man & a lady (wearing a black suit)  didn’t met our expectations as the basic body language, the tone of voice as well as the communication, how they carry themselves is very unprofessional. It gives a negative connotation to Pan Pacific.   The food was average and we are unable to request for how the doneness for the beef burger (it’s all well done only). Our request was outright rejected without any options given.   On settling…",3
Great Views and Decent Food but lacks the extra to be a Flagship Hotel.,xinli29288,"The Pan-Pacific Singapore is one of the hotels I wanted to explore for a long time. I booked a Club Harbour Room for a National Day stay. It was expectedly busy due the public holiday and National Day celebrations.  There wasn't an rooms for upgrade as well due to the peak crowd and a late check-out was offered as per membership benefit entitlements. If you are holding a GHA Discovery status, the benefits and service ends there, this pales in comparison to IHG or Marriott Bonvoy. For a flagship Pan-Pacific property, I find this rather disappointing.  The room was generally good, measuring about 38 sqm. There is a very good working chair with back support that would be ideal for working in the room with multiple plugs for your electronics at the work desk. Although, the lack of…",3
