Review title,Username,Review,Rating
Dinner with friends,Jiaying,"Service is really good, and they made us feel very comfortable. the food is good at well, loved the oysters. Ingredients are really fresh. The ambience is cosy and comfortable. Enjoyed our celebrations a lot :)",5
Million dollar view,Dzr1208,It’s definitely one of the best and most memorable stay in Singapore. The view from Bay View Room was fantastic - bathtub cannot be better designed this way as the whole Marina Bay seems so peaceful. The little balcony also made a difference as many other hotels of the area doesn’t have this part. I actually feel like I’m on a luxury cruise!,5
Managing Director,Geir,"Great service, perfect rooms and the people working at the hotel are very professional, kind and service minded (special thanks to Kelly)). Fullerton and Singapore is the perfect combination, hope to come back soon.",5
They could have done better with warmer front desk!,Pinky Tobiano,"What a beautiful hotel but when I checked in, the front desk was rude and inattentive. She truly ruined the experience. I tried to be polite but I guess she had a bad day and took it out on the client. I believe that customer experience is very vital to all guests. It was truly a disappointment considering I was so excited to stay there . It was my very first time",1
Staycation,Nice,"We are welcomed by the warm bday suprise prepared by Joan Abugan.The view from the rooftop is amazing,its overlooking to Marina bay. FullertonBay, thank you for the awesome experience and see you again",5
Leisre,janeS6778XU,"The hotel is well keeping in term of cleanliness, structural. Staffs are all very friendly and helpful. The afternoon tea with unlimited refill is good and value worthy. Location is good as i do an evening jogging around the bay. The bay view room is fabulous. ",5
Jacuzzi room,Jko_Aki,Awesome private jacuzzi room. They surprised us with the free upgrade for our anniversary. We had an excellent view of Marina Bay right in front of us. It was the best hotel experience in Singapore so far.,5
Best staycation ,RT,"One of the best hotels we have stayed. Good services, attentive and friendly across all services, front desk, f & b, house keeping... Above all is, Ms. Kelly Shum, due to miscommunication, but Ms. Kelly went all out to make good of everything without us been delay or any discomfort. All the best to her. Meals at Jade and The Landing Point were fantastic. Good foods and services, the best. Older service s gentleman at Jade who served tbl 28 and Ms. Lotha of the Landing Point. Well done. But just a little bit of impatient from a serving staff during breakfast this morning, 10th April. A big thank you for the wonderful stay and services. Especially to Ms. Kelly Shum. ",5
Great Service for food and drinks,elizabethhmhm,We had a wonderful Friday evening out here! A great view of the Marina area with a fun music playlist.  The Service was outstanding - nothing was too much trouble (especially considering we had complicated dietary needs on our table). Thanks to Loges who served us for most of the evening. We felt very well looked after. To top it off the food was very good quality indeed!   We haven't been back to the Fullerton Bay for a few years but we were pleased to see the service and food quality has improved considerably since our last visit! Get some live music going on on Friday and Saturday and this would be the perfect venue!   Book in advance if you want to guarantee a table in a good spot for the view.,5
Breathtaking,anda_melbs,"Our first trip out of Australia after 2 years of long lockdowns and omg this was amazing !!   We spent 3 nights at FBH and were very impressed with the service, everyone is very lovely and helpful. The rooms are beautiful with a balcony to enjoy your coffee ☕️.  Food was great in all of the restaurants.   Spectacular views from the lantern and the brassiere.   The pool is amazing!! When we visited , there weren’t many people so we could enjoy it to ourselves.   Would absolutely come back !! ",5
Staycay,niluix,Money worth view of the bay. Room was cosy and comfortable. Breakfast was yummy. Great time at the roof top pool. Kids enjoyed it the most. View was great too. Did felt like we were out of the country!  ,5
Had a great day with family!,Ramyapradeep,Very Good hotel.staff very nice/friendly…had a great evening at the roof top …swimming and bar/rest.Food is very nice excellent.Ambience very good.Kids had a great time .Roof top restaurant Lantern was fun.Hope to visit here with frnds and family very soon.,5
Gorgeous hotel on the bay,SJandKK,Stunningly decorated hotel right on the bay. We stayed in a bay front room so was great to be able to take in the incredible views. Room was well appointed with super comfortable bed. Lantern rooftop bar and pool was an absolute highlight!,5
